,test,serial_number,evaluation,sample_value,test_result,made_by,equipment,sample_plan,plan_result,plan_date,plan_hour,lat_ticket,lsl,usl
253,Angulo de Atore a 180°,qasn231010000f,"Entre (12°, 27°)",21.2,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,12.0,27.0
254,Angulo de Atore a 270°,qasn231010000f,"Entre (12°, 27°)",24.0,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,12.0,27.0
255,Angulo de Atore a 0°,qasn231010000f,"Entre (12°, 27°)",22.1,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,12.0,27.0
256,"Aceleracion a 0.45 G's, Angulo a 0° con ""Atore""",qasn231010000f,Menor Que (50mm),13.29,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,50.0
257,"Aceleracion a 0.45 G's, Angulo a 90° con ""Atore""",qasn231010000f,Menor Que (50mm),19.07,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,50.0
258,"Aceleracion a 0.45 G's, Angulo a 180° con ""Atore""",qasn231010000f,Menor Que (50mm),19.81,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,50.0
259,"Aceleracion a 0.45 G's, Angulo a 270° con ""Atore""",qasn231010000f,Menor Que (50mm),16.59,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,50.0
260,"Aceleracion a 0.7 G's, Angulo a 0° con ""Atore""",qasn231010000f,Menor Que (25mm),11.79,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,25.0
261,"Aceleracion a 0.7 G's, Angulo a 90° con ""Atore""",qasn231010000f,Menor Que (25mm),16.31,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,25.0
262,"Aceleracion a 0.7 G's, Angulo a 180° con ""Atore""",qasn231010000f,Menor Que (25mm),15.4,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,25.0
263,"Aceleracion a 0.7 G's, Angulo a 270° con ""Atore""",qasn231010000f,Menor Que (25mm),16.59,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,25.0
265,"Sensitividad Web, Aceleracion con ""No Atore""",qasn231010000f,Igual A (1.45G),1.45,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,
266,"Sensitividad Web, Resultado de la Aceleracion a 4.99 G's",qasn231010000f,Menor Que (50mm),25.88,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,50.0
267,"Sensitividad Web, Resultado de la Aceleracion a 4.99 G's",qasn231010000f,Menor Que (50mm),24.86,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,50.0
268,"Sensitividad Web, Resultado de la Aceleracion a 4.99 G's",qasn231010000f,Menor Que (50mm),20.75,Paso,657647,05849,Especificacion: ES88800-00 Prueba: Aceleracion Variante: J,Paso,2023-04-11,2023-04-11 11:29:00,QT23101000F,,50.0
269,Nivel de Retraccion Rear@400mm,qasn231010000f,"Entre (2.0N, 5.0N)",3.33,Paso,549227,03799,Especificacion: ES88800-00 Prueba: Extraccion Variante: I,Paso,2023-04-11,2023-04-11 12:19:00,QT23101000F,2.0,5.0
270,Nivel de Extraccion Rear@400mm,qasn231010000f,Menor Que (15.0N),12.13,Paso,549227,03799,Especificacion: ES88800-00 Prueba: Extraccion Variante: I,Paso,2023-04-11,2023-04-11 12:19:00,QT23101000F,,15.0
271,Nivel de Retraccion Rear@1700mm,qasn231010000f,"Entre (1.0N, 3.0N)",1.95,Paso,549227,03799,Especificacion: ES88800-00 Prueba: Extraccion Variante: I,Paso,2023-04-11,2023-04-11 12:19:00,QT23101000F,1.0,3.0
272,Nivel de Extraccion Rear@1700mm,qasn231010000f,Menor Que (9.0N),6.97,Paso,549227,03799,Especificacion: ES88800-00 Prueba: Extraccion Variante: I,Paso,2023-04-11,2023-04-11 12:19:00,QT23101000F,,9.0
273,Punto de Destruccion,qasn231010000f,Mayor Que (14700N),19412.6,Paso,546792,07599,Especificacion: ES88800-00 Prueba: Destruccion Variante: B,Pendiente,2023-04-11,2023-04-11 12:24:00,QT23101000F,14700.0,
297,CC-Punto de Destruccion @ 75%,qasn231010001f,Mayor Que (8900N),19577.1,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 09:51:00,QT23101001D,8900.0,
306,"Prueba de Destruccion Ancla Piro(17,000N Min)",,Mayor Que (17000N),20773.0,Paso,547503,04657,Especificacion: 8141Z-T39A-0050 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,17000.0,
307,Codigo de Destruccion Ref. TS34142032,,Captura Manual,1.0,Paso,547503,N/A,Especificacion: 8141Z-T39A-0050 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,,
309,"Resistencia de Sleeve/Conector (18,000N Min) POR PLANO",,Mayor Que (18000N),20701.0,Paso,547503,04657,Especificacion: 8141Z-T39A-0050 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,18000.0,
311,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,547503,N/A,Especificacion: 8141Z-T39A-0050 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,,
312,"Jalado de Manifold /Tubo(5,000 N Min - 8,000 N Max.) POR PLANO",,"Entre (5000N, 8000N)",7544.0,Paso,547503,04657,Especificacion: 8141Z-T39A-0050 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,5000.0,8000.0
314,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,547503,N/A,Especificacion: 8141Z-T39A-0050 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,,
315,Jalado de Damper (200N Min - 1000N Max) POR PLANO,,"Entre (200N, 1000N)",378.0,Paso,547503,06656,Especificacion: 8141Z-T39A-0050 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,200.0,1000.0
316,Empuje de Guia (Perno (300N Min)) POR PLANO,,Mayor Que (300N),682.0,Paso,547503,06656,Especificacion: 8141Z-T39A-0050 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,300.0,
318,Prueba de Detonacion/ Despl. (AK Set-Up) 75mm Min. (Manual) HONDA,,Mayor Que (75mm),82.6,Paso,547503,04937,Especificacion: 8141Z-T39A-0050 Prueba: Desplazamiento Hebillas Piro (AK Set-Up) Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,75.0,
320,Fuerza de Insercion LINKAGE (60N Max.),,"Entre (0N, 60N)",35.8,Paso,547503,04937,Especificacion: 8141Z-T39A-0050 Prueba: Insertar Variante: A,Paso,2023-04-11,2023-04-11 13:07:00,QT231010025,0.0,60.0
322,QA_Sub_Separacion de Cubierta de Sensor 350(N)MIN. TS34155910,,Mayor Que (350N),639.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:39:00,QT23101001Z,350.0,
324,QA_Sub_Separacion de Tapa de Resorte 350(N)MIN. TS34155910,,Mayor Que (350N),641.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:39:00,QT23101001Z,350.0,
326,QA_Sub_Jalado de Barra Superior 450(N)MIN. TS34005233,,Mayor Que (450N),2439.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:39:00,QT23101001Z,450.0,
328,QA_Sub_Jalado de Barra Inferior 450(N)MIN. TS34005233,,Mayor Que (450N),2704.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:39:00,QT23101001Z,450.0,
329,Angulo de Atore a 90°,qasn231010000u,"Entre (15°, 45°)",25.0,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,15.0,45.0
330,Angulo de Atore a 180°,qasn231010000u,"Entre (15°, 45°)",22.2,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,15.0,45.0
331,Angulo de Atore a 270°,qasn231010000u,"Entre (15°, 45°)",19.9,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,15.0,45.0
332,Angulo de Atore a 0°,qasn231010000u,"Entre (15°, 45°)",22.7,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,15.0,45.0
333,"Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn231010000u,Menor Que (25mm),19.39,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,,25.0
334,"Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn231010000u,Menor Que (25mm),22.08,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,,25.0
335,"Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn231010000u,Menor Que (25mm),23.56,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,,25.0
336,"Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn231010000u,Menor Que (25mm),16.17,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,,25.0
337,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010000u,"Entre (3G, 7G)",4.2,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,3.0,7.0
338,"Sensitividad Web, Aceleracion Entre 3 ~ 7 G's con ""Atore""",qasn231010000u,Menor Que (50mm),29.55,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: M,Paso,2023-04-11,2023-04-11 09:09:00,QT23101000S,,50.0
348,Angulo de Atore a 90°,qasn231010003t,"Entre (15°, 45°)",24.2,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,15.0,45.0
349,Angulo de Atore a 180°,qasn231010003t,"Entre (15°, 45°)",21.9,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,15.0,45.0
350,Angulo de Atore a 270°,qasn231010003t,"Entre (15°, 45°)",21.2,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,15.0,45.0
351,Angulo de Atore a 0°,qasn231010003t,"Entre (15°, 45°)",22.3,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,15.0,45.0
352,"Aceleracion a 0.7 G's, Angulo a 0° con ""Atore""",qasn231010003t,Menor Que (25mm),22.2,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,,25.0
353,"Aceleracion a 0.7 G's, Angulo a 90° con ""Atore""",qasn231010003t,Menor Que (25mm),23.31,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,,25.0
354,"Aceleracion a 0.7 G's, Angulo a 180° con ""Atore""",qasn231010003t,Menor Que (25mm),19.56,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,,25.0
355,"Aceleracion a 0.7 G's, Angulo a 270° con ""Atore""",qasn231010003t,Menor Que (25mm),18.61,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,,25.0
356,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010003t,Mayor Que (1.8G),5.8,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,1.8,
357,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010003t,Menor Que (50mm),36.37,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,,50.0
359,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010003t,Menor Que (50mm),41.5,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,,50.0
361,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010003t,Menor Que (50mm),49.22,Paso,657647,05849,Especificacion: PF-8100 Prueba: Aceleracion Variante: E,Paso,2023-04-11,2023-04-11 12:05:00,QT23101003P,,50.0
375,Angulo de Atore a 90°,qasn231010000m,"Entre (15°, 45°)",19.0,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,15.0,45.0
376,Angulo de Atore a 180°,qasn231010000m,"Entre (15°, 45°)",20.8,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,15.0,45.0
377,Angulo de Atore a 270°,qasn231010000m,"Entre (15°, 45°)",24.9,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,15.0,45.0
378,Angulo de Atore a 0°,qasn231010000m,"Entre (15°, 45°)",22.8,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,15.0,45.0
379,"Aceleracion a 0.45 G's, Angulo a 0° con ""Atore""",qasn231010000m,Menor Que (50mm),19.68,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,50.0
380,"Aceleracion a 0.45 G's, Angulo a 90° con ""Atore""",qasn231010000m,Menor Que (50mm),20.01,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,50.0
381,"Aceleracion a 0.45 G's, Angulo a 180° con ""Atore""",qasn231010000m,Menor Que (50mm),21.69,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,50.0
382,"Aceleracion a 0.45 G's, Angulo a 270° con ""Atore""",qasn231010000m,Menor Que (50mm),20.03,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,50.0
383,"Aceleracion a 0.7 G's, Angulo a 0° con ""Atore""",qasn231010000m,Menor Que (25mm),24.87,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,25.0
384,"Aceleracion a 0.7 G's, Angulo a 90° con ""Atore""",qasn231010000m,Menor Que (25mm),19.31,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,25.0
385,"Aceleracion a 0.7 G's, Angulo a 180° con ""Atore""",qasn231010000m,Menor Que (25mm),20.75,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,25.0
386,"Aceleracion a 0.7 G's, Angulo a 270° con ""Atore""",qasn231010000m,Menor Que (25mm),19.42,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,25.0
387,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010000m,Mayor Que (1.8G),3.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,1.8,
388,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010000m,Menor Que (50mm),34.0,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,50.0
390,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010000m,Menor Que (50mm),33.91,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,50.0
392,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn231010000m,Menor Que (50mm),44.16,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 09:30:00,QT23101000L,,50.0
394,Retraccion @75%,qasn231010000m,"Entre (1.5N, 6.6N)",3.27,Paso,549227,03799,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:41:00,QT23101000L,1.5,6.6
395,Tiempo 1 (4 seg Max.),,"Entre (0, 4)",72.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:41:00,QT23101000L,0.0,4.0
396,Tiempo 2 (4 seg Max.),,"Entre (0, 4)",75.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:41:00,QT23101000L,0.0,4.0
397,Tiempo 3 (4 seg Max.),,"Entre (0, 4)",73.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 12:41:00,QT23101000L,0.0,4.0
398,Punto de Destruccion,qasn231010000m,Mayor Que (13300N),17965.5,Paso,546792,07599,Especificacion: PF-90024 Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 12:33:00,QT23101000L,13300.0,
407,CC-Angulo de Atore a 90° Sec. 5.4,qasn231010000s,"Entre (17°, 30°)",25.3,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,17.0,30.0
408,CC-Angulo de Atore a 180° Sec. 5.4,qasn231010000s,"Entre (17°, 30°)",25.3,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,17.0,30.0
409,CC-Angulo de Atore a 270° Sec. 5.4,qasn231010000s,"Entre (17°, 30°)",22.3,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,17.0,30.0
410,CC-Angulo de Atore a 0° Sec. 5.4,qasn231010000s,"Entre (17°, 30°)",20.4,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,17.0,30.0
411,"CC-Aceleracion a 0.68 G's, Angulo a 0° con ""Atore"" Sec. 5.1",qasn231010000s,Menor Que (25mm),20.89,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,,25.0
413,"CC-Aceleracion a 0.68 G's, Angulo a 90° con ""Atore"" Sec. 5.1",qasn231010000s,Menor Que (25mm),19.92,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,,25.0
415,"CC-Aceleracion a 0.68 G's, Angulo a 180° con ""Atore"" Sec. 5.1",qasn231010000s,Menor Que (25mm),19.76,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,,25.0
417,"CC-Aceleracion a 0.68 G's, Angulo a 270° con ""Atore"" Sec. 5.1",qasn231010000s,Menor Que (25mm),20.46,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,,25.0
419,"Sensitividad Web, Aceleracion con ""No Atore""",qasn231010000s,Igual A (1.5G),1.5,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,,
422,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010000s,Igual A (4.5G),4.5,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,,
423,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore"" Sec. 5.3",qasn231010000s,Menor Que (50mm),22.42,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,,50.0
425,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore"" Sec. 5.3",qasn231010000s,Menor Que (50mm),22.25,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,,50.0
427,"Sensitividad Web, Aceleracion Entre 4.5 G's con ""Atore"" Sec. 5.3",qasn231010000s,Menor Que (50mm),24.84,Paso,657647,05849,Especificacion: RQT Prueba: Aceleracion Variante: B,Paso,2023-04-11,2023-04-11 12:58:00,QT23101000P,,50.0
429,CC-Retraccion System Max. Sec. 3.2,qasn231010000s,"Entre (1.1N, 6.4N)",3.32,Paso,549227,03799,Especificacion: RQT Prueba: Extraccion Variante: A,Paso,2023-04-11,2023-04-11 13:11:00,QT23101000P,1.1,6.4
430,CC-Retraccion System Min. Sec. 3.2,qasn231010000s,"Entre (1.1N, 6.4N)",3.08,Paso,549227,03799,Especificacion: RQT Prueba: Extraccion Variante: A,Paso,2023-04-11,2023-04-11 13:11:00,QT23101000P,1.1,6.4
431,CC-Tiempo de Empaque(5.0 seg Max.) Sec. 5.4,,Captura Manual,75.0,Paso,549227,365510,Especificacion: RQT Prueba: Extraccion Variante: A,Paso,2023-04-11,2023-04-11 13:11:00,QT23101000P,,
432,CC-Punto de Destruccion @ 75% (13750N Min.),qasn231010000s,Mayor Que (13750N),17822.8,Paso,546792,07599,Especificacion: RQT Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 09:09:00,QT23101000P,13750.0,
441,QA_Sub_Separacion de Cubierta de Sensor 350(N)MIN. TS34085034,,Mayor Que (350N),977.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:33:00,QT231010026,350.0,
443,QA_Sub_Separacion de Tapa de Resorte 350(N)MIN. TS34085034,,Mayor Que (350N),522.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:33:00,QT231010026,350.0,
445,QA_Sub_Jalado de Barra Superior 1500(N)MIN. TS34005233,,Mayor Que (1500N),2960.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:33:00,QT231010026,1500.0,
447,QA_Sub_Jalado de Barra Inferior 1500(N)MIN. TS34005233,,Mayor Que (1500N),3156.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: D,Paso,2023-04-11,2023-04-11 10:33:00,QT231010026,1500.0,
478,CC-Angulo de Atore a 90°,qasn231010004c,"Entre (15°, 30°)",21.9,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,15.0,30.0
479,CC-Angulo de Atore a 180°,qasn231010004c,"Entre (15°, 30°)",20.4,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,15.0,30.0
480,CC-Angulo de Atore a 270°,qasn231010004c,"Entre (15°, 30°)",22.1,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,15.0,30.0
481,CC-Angulo de Atore a 0°,qasn231010004c,"Entre (15°, 30°)",22.1,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,15.0,30.0
482,"CC-Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn231010004c,Menor Que (25mm),20.94,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,,25.0
483,"CC-Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn231010004c,Menor Que (25mm),22.52,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,,25.0
484,"CC-Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn231010004c,Menor Que (25mm),24.41,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:46:00,QT231010048,,25.0
